order_id,order_date,delivery_date,component_id,component_name,cost_per_unit,quantity,supplier_id,supplier_name,supplier_region,geopolitical_risk,avg_quality_score,is_critical,region,delivered_on_time,shipping_cost,weather_event,defect_rate
O00993,2024-05-13,2024-06-09,C004,Semiconductor X,22.5,6214,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,866.28,Flood,0.66
O00994,2023-03-25,2023-04-17,C003,Resistor X,0.8,5337,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,799.36,Earthquake,0.5
O00995,2023-03-25,2023-03-31,C003,Resistor X,0.8,6973,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1027.12,NA,0.86
O00996,2023-05-30,2023-06-20,C003,Resistor X,0.8,1358,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,868.03,Earthquake,1.9
O00997,2023-11-03,2023-12-07,C001,Semiconductor A,25.0,5385,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,1334.18,Earthquake,1.82
O00998,2023-12-17,2024-01-13,C003,Resistor X,0.8,1670,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,894.75,NA,0.71
O00999,2023-03-12,2023-04-07,C001,Semiconductor A,25.0,8044,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,735.59,NA,1.79
O01000,2023-03-21,2023-04-11,C002,Capacitor B,1.2,3187,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1233.64,Flood,1.7
O01001,2024-03-09,2024-04-05,C005,Inductor Z,3.0,1967,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,742.55,NA,1.96
O01002,2024-04-17,2024-04-22,C002,Capacitor B,1.2,5204,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1098.37,NA,1.03
O01003,2023-09-25,2023-10-29,C005,Inductor Z,3.0,2921,S001,Supplier A,APAC,0.7,92.1,False,Americas,No,1122.86,NA,1.18
O01004,2023-04-24,2023-05-08,C001,Semiconductor A,25.0,2432,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,1094.46,NA,1.85
O01005,2023-03-08,2023-03-15,C002,Capacitor B,1.2,1930,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,301.06,Typhoon,1.2
O01006,2023-04-11,2023-04-24,C001,Semiconductor A,25.0,8512,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,971.13,Typhoon,1.95
O01007,2023-01-23,2023-01-30,C003,Resistor X,0.8,268,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1180.92,NA,1.32
O01008,2023-10-28,2023-11-08,C002,Capacitor B,1.2,5859,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,238.04,NA,1.52
O01009,2024-04-30,2024-05-23,C003,Resistor X,0.8,2730,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1311.68,Earthquake,0.73
O01010,2023-09-16,2023-10-09,C002,Capacitor B,1.2,9572,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1192.22,Flood,1.66
O01011,2024-05-08,2024-05-22,C002,Capacitor B,1.2,8900,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,205.63,Earthquake,1.1
O01012,2024-04-16,2024-05-07,C002,Capacitor B,1.2,7877,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,676.4,Flood,2.04
O01013,2023-12-11,2023-12-19,C004,Semiconductor X,22.5,5913,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1475.69,Typhoon,0.66
O01014,2023-04-27,2023-05-20,C005,Inductor Z,3.0,5249,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,360.7,NA,2.37
O01015,2023-09-11,2023-10-10,C002,Capacitor B,1.2,4823,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,924.27,NA,1.1
O01016,2023-09-10,2023-09-18,C003,Resistor X,0.8,7586,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,980.51,NA,0.67
O01017,2023-04-26,2023-05-18,C004,Semiconductor X,22.5,7111,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,445.42,NA,0.76
O01018,2023-04-02,2023-04-07,C003,Resistor X,0.8,8155,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,1073.72,Typhoon,0.84
O01019,2023-12-04,2024-01-04,C005,Inductor Z,3.0,2448,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,713.25,Earthquake,1.71
O01020,2024-01-15,2024-02-23,C001,Semiconductor A,25.0,2864,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,284.12,NA,1.76
O01021,2023-11-01,2023-11-18,C002,Capacitor B,1.2,7058,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1142.76,NA,0.71
O01022,2023-10-31,2023-11-18,C005,Inductor Z,3.0,6657,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,662.93,Earthquake,1.49
O01023,2023-09-06,2023-09-27,C004,Semiconductor X,22.5,7548,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,340.45,NA,2.07
O01024,2023-04-29,2023-05-24,C004,Semiconductor X,22.5,586,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,329.48,NA,1.86
O01025,2023-12-14,2023-12-19,C004,Semiconductor X,22.5,6369,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,985.96,NA,1.22
O01026,2023-11-15,2023-12-09,C003,Resistor X,0.8,1353,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1059.4,Flood,1.02
O01027,2023-04-14,2023-04-28,C004,Semiconductor X,22.5,8132,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,856.23,Flood,1.06
O01028,2023-10-07,2023-10-17,C005,Inductor Z,3.0,617,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,1487.93,NA,1.81
O01029,2023-06-11,2023-06-28,C004,Semiconductor X,22.5,689,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,242.72,Flood,0.49
O01030,2024-03-28,2024-04-24,C003,Resistor X,0.8,7156,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,374.83,Earthquake,0.87
O01031,2024-01-27,2024-02-04,C004,Semiconductor X,22.5,8137,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1058.1,Earthquake,0.17
O01032,2023-08-29,2023-09-23,C005,Inductor Z,3.0,2660,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,858.69,Typhoon,1.7
O01033,2023-10-30,2023-11-16,C004,Semiconductor X,22.5,5879,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1196.41,NA,1.32
O01034,2023-01-15,2023-02-12,C001,Semiconductor A,25.0,6103,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,653.54,Earthquake,1.26
O01035,2024-01-27,2024-03-05,C001,Semiconductor A,25.0,6335,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,326.56,NA,2.29
O01036,2023-06-29,2023-07-05,C004,Semiconductor X,22.5,4156,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,505.01,NA,0.39
O01037,2024-04-11,2024-05-13,C001,Semiconductor A,25.0,5095,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,348.81,NA,0.77
O01038,2023-06-16,2023-06-27,C005,Inductor Z,3.0,7021,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,938.46,Typhoon,1.61
O01039,2023-12-23,2024-01-17,C001,Semiconductor A,25.0,5285,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,691.06,Typhoon,2.02
O01040,2023-02-20,2023-03-27,C005,Inductor Z,3.0,3473,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,636.76,Flood,2.34
O01041,2023-03-27,2023-04-20,C003,Resistor X,0.8,7243,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,462.29,Earthquake,0.77
O01042,2023-04-20,2023-05-09,C005,Inductor Z,3.0,4971,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1495.1,Typhoon,2.04
O01043,2024-01-16,2024-02-25,C005,Inductor Z,3.0,9573,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,323.15,NA,1.48
O01044,2023-10-18,2023-11-22,C001,Semiconductor A,25.0,7097,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,472.66,NA,1.41
O01045,2023-09-16,2023-10-16,C003,Resistor X,0.8,8946,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,607.36,Typhoon,1.44
O01046,2023-11-16,2023-12-07,C003,Resistor X,0.8,9071,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,434.78,NA,1.33
O01047,2024-03-17,2024-04-01,C005,Inductor Z,3.0,3589,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1059.05,Earthquake,0.71
O01048,2024-04-24,2024-05-19,C003,Resistor X,0.8,7206,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1415.03,Earthquake,1.74
O01049,2023-09-25,2023-10-11,C001,Semiconductor A,25.0,2520,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,512.49,Earthquake,2.19
O01050,2024-03-08,2024-03-26,C003,Resistor X,0.8,1155,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1024.11,Typhoon,0.69
O01051,2023-11-27,2023-12-07,C003,Resistor X,0.8,9950,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,506.97,NA,1.2
O01052,2023-04-09,2023-04-14,C002,Capacitor B,1.2,5187,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,803.41,Flood,1.25
O01053,2023-11-28,2023-12-04,C004,Semiconductor X,22.5,4568,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,377.36,NA,1.13
O01054,2023-04-01,2023-05-01,C005,Inductor Z,3.0,8060,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,1216.9,NA,1.22
O01055,2023-11-05,2023-11-19,C003,Resistor X,0.8,6768,S002,Supplier B,EMEA,0.3,95.4,False,Americas,No,1365.81,Earthquake,0.66
O01056,2023-07-23,2023-09-01,C001,Semiconductor A,25.0,2402,S001,Supplier A,APAC,0.7,92.1,True,Americas,No,506.85,Flood,1.49
O01057,2024-04-22,2024-05-05,C005,Inductor Z,3.0,9609,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1434.58,Flood,2.09
O01058,2024-03-28,2024-04-04,C004,Semiconductor X,22.5,2103,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1205.15,NA,1.27
O01059,2024-01-13,2024-02-04,C005,Inductor Z,3.0,3965,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,1416.15,NA,1.31
O01060,2023-03-31,2023-04-16,C001,Semiconductor A,25.0,7300,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,730.89,Flood,1.89
O01061,2023-10-01,2023-10-17,C004,Semiconductor X,22.5,1950,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,611.44,Typhoon,0.42
O01062,2024-05-08,2024-05-21,C002,Capacitor B,1.2,2474,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,671.9,Earthquake,1.57
O01063,2023-01-11,2023-02-05,C003,Resistor X,0.8,670,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,1293.91,Earthquake,0.13
O01064,2023-05-10,2023-06-01,C002,Capacitor B,1.2,6045,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1374.1,Earthquake,0.82
O01065,2024-03-19,2024-04-05,C005,Inductor Z,3.0,6464,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,210.23,Typhoon,0.94
O01066,2023-02-16,2023-03-17,C003,Resistor X,0.8,3546,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1317.24,NA,0.35
O01067,2024-03-26,2024-04-25,C003,Resistor X,0.8,6756,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1226.11,NA,1.58
O01068,2023-08-30,2023-09-27,C004,Semiconductor X,22.5,5551,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1132.6,NA,0.77
O01069,2023-09-17,2023-09-24,C003,Resistor X,0.8,9965,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1148.0,Flood,1.17
O01070,2023-08-21,2023-09-17,C003,Resistor X,0.8,953,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1033.78,NA,0.98
O01071,2024-02-10,2024-03-06,C004,Semiconductor X,22.5,6664,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,460.1,NA,1.24
O01072,2023-02-12,2023-02-25,C005,Inductor Z,3.0,8560,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1127.63,Earthquake,1.54
O01073,2023-12-18,2024-01-10,C005,Inductor Z,3.0,5333,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,786.94,Earthquake,0.86
O01074,2023-03-30,2023-04-25,C003,Resistor X,0.8,5467,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1239.39,NA,1.5
O01075,2023-07-08,2023-07-18,C004,Semiconductor X,22.5,6282,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1428.18,Flood,0.75
O01076,2024-04-30,2024-05-10,C001,Semiconductor A,25.0,3847,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,1378.9,Typhoon,0.72
O01077,2023-12-26,2024-01-05,C003,Resistor X,0.8,7127,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,980.51,NA,0.79
O01078,2023-03-29,2023-04-21,C003,Resistor X,0.8,8715,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,765.71,Typhoon,1.75
O01079,2023-03-02,2023-03-14,C004,Semiconductor X,22.5,3221,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1429.87,NA,1.43
O01080,2023-07-15,2023-07-24,C004,Semiconductor X,22.5,3485,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,980.11,NA,0.83
O01081,2023-08-03,2023-08-13,C002,Capacitor B,1.2,2491,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,237.41,NA,0.83
O01082,2023-08-19,2023-09-27,C005,Inductor Z,3.0,9650,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1089.55,Typhoon,1.34
O01083,2023-08-29,2023-09-12,C001,Semiconductor A,25.0,6613,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,1092.91,Earthquake,2.54
O01084,2024-01-12,2024-02-05,C004,Semiconductor X,22.5,1661,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,924.1,NA,1.19
O01085,2023-08-30,2023-09-15,C002,Capacitor B,1.2,9901,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,1122.44,NA,1.22
O01086,2023-09-16,2023-10-10,C003,Resistor X,0.8,6566,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1072.64,NA,1.52
O01087,2023-10-25,2023-11-09,C001,Semiconductor A,25.0,8353,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,840.69,NA,1.62
O01088,2023-02-15,2023-03-02,C002,Capacitor B,1.2,7193,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,384.33,NA,0.87
O01089,2023-03-07,2023-04-01,C001,Semiconductor A,25.0,4703,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,1172.17,Typhoon,1.4
O01090,2023-11-10,2023-12-09,C003,Resistor X,0.8,8570,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,606.91,NA,0.96
O01091,2024-01-27,2024-02-05,C004,Semiconductor X,22.5,7308,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,269.19,NA,0.98
O01092,2023-04-04,2023-04-10,C002,Capacitor B,1.2,2779,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1117.75,Typhoon,1.36
O01093,2023-01-21,2023-02-09,C004,Semiconductor X,22.5,9289,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,830.76,Typhoon,1.03
O01094,2023-03-05,2023-03-21,C002,Capacitor B,1.2,4754,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,434.85,NA,1.37
O01095,2024-02-26,2024-03-15,C005,Inductor Z,3.0,9695,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,476.12,NA,1.46
O01096,2023-04-03,2023-04-26,C005,Inductor Z,3.0,4133,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,1198.73,Earthquake,1.54
O01097,2023-01-14,2023-01-28,C003,Resistor X,0.8,2098,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,712.42,Flood,0.0
O01098,2023-03-20,2023-03-25,C003,Resistor X,0.8,7961,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,790.27,NA,1.46
O01099,2023-06-18,2023-06-29,C001,Semiconductor A,25.0,7523,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,622.39,Earthquake,1.67
O01100,2023-03-08,2023-03-24,C005,Inductor Z,3.0,4735,S001,Supplier A,APAC,0.7,92.1,False,Americas,No,620.12,NA,2.0
O01101,2023-10-08,2023-11-17,C001,Semiconductor A,25.0,1616,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,718.52,NA,0.05
O01102,2023-02-15,2023-02-20,C004,Semiconductor X,22.5,2769,S003,Supplier C,Americas,0.5,93.2,True,EMEA,No,705.05,Typhoon,2.04
O01103,2023-03-03,2023-03-17,C002,Capacitor B,1.2,7183,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1156.66,NA,0.93
O01104,2023-03-09,2023-03-30,C005,Inductor Z,3.0,6120,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,866.45,Typhoon,2.05
O01105,2023-09-01,2023-09-14,C004,Semiconductor X,22.5,7031,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,317.29,Typhoon,0.48
O01106,2023-04-06,2023-04-29,C005,Inductor Z,3.0,1622,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,252.57,NA,1.81
O01107,2023-11-28,2023-12-24,C002,Capacitor B,1.2,8215,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,885.46,Earthquake,0.47
O01108,2023-05-29,2023-06-22,C001,Semiconductor A,25.0,7925,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,590.51,NA,1.19
O01109,2024-03-06,2024-03-18,C003,Resistor X,0.8,4941,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,939.1,Flood,1.96
O01110,2023-09-20,2023-10-03,C001,Semiconductor A,25.0,6866,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,322.83,Earthquake,1.4
O01111,2024-02-21,2024-03-10,C005,Inductor Z,3.0,9693,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,306.3,Flood,1.61
O01112,2024-01-15,2024-02-15,C001,Semiconductor A,25.0,3085,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1295.78,NA,1.94
O01113,2024-03-24,2024-04-20,C004,Semiconductor X,22.5,9720,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1141.32,Earthquake,1.25
O01114,2024-02-18,2024-03-07,C005,Inductor Z,3.0,3166,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,474.39,NA,1.58
O01115,2023-05-13,2023-06-19,C005,Inductor Z,3.0,7207,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,894.69,NA,1.68
O01116,2023-01-07,2023-01-22,C001,Semiconductor A,25.0,7639,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1099.35,Earthquake,2.7
O01117,2024-01-07,2024-02-01,C005,Inductor Z,3.0,6010,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,1097.86,Earthquake,1.47
O01118,2024-02-16,2024-03-01,C004,Semiconductor X,22.5,2313,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,218.04,NA,1.1
O01119,2024-03-15,2024-03-20,C002,Capacitor B,1.2,2478,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1044.66,Typhoon,1.53
O01120,2023-04-08,2023-04-20,C005,Inductor Z,3.0,7692,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,392.62,Typhoon,2.05
O01121,2023-03-27,2023-05-04,C001,Semiconductor A,25.0,7395,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1453.03,Typhoon,2.09
O01122,2023-10-27,2023-11-08,C004,Semiconductor X,22.5,9429,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1278.29,Typhoon,1.32
O01123,2023-01-05,2023-01-13,C003,Resistor X,0.8,7174,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1473.33,Typhoon,0.43
O01124,2023-11-02,2023-12-05,C005,Inductor Z,3.0,4864,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,248.12,Typhoon,2.32
O01125,2023-10-30,2023-12-02,C005,Inductor Z,3.0,8093,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,501.48,NA,0.93
O01126,2023-08-05,2023-09-02,C001,Semiconductor A,25.0,1140,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,548.2,Earthquake,1.65
O01127,2023-03-01,2023-03-21,C004,Semiconductor X,22.5,5781,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,782.82,Typhoon,0.62
O01128,2023-05-28,2023-06-25,C002,Capacitor B,1.2,5733,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,769.54,Flood,0.97
O01129,2024-04-10,2024-05-11,C005,Inductor Z,3.0,9964,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,1309.49,Earthquake,1.66
O01130,2023-03-09,2023-03-23,C004,Semiconductor X,22.5,6495,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1447.74,Earthquake,1.16
O01131,2024-02-12,2024-03-03,C003,Resistor X,0.8,2754,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1008.4,NA,1.21
O01132,2023-12-08,2024-01-02,C001,Semiconductor A,25.0,3368,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,403.21,Typhoon,2.31
O01133,2024-04-27,2024-05-17,C004,Semiconductor X,22.5,3531,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,923.88,NA,1.23
O01134,2023-07-02,2023-07-28,C003,Resistor X,0.8,8348,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,241.56,NA,0.88
O01135,2023-02-28,2023-03-24,C004,Semiconductor X,22.5,9307,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,491.32,NA,1.48
O01136,2024-01-29,2024-02-04,C003,Resistor X,0.8,9226,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,547.74,NA,1.59
O01137,2023-11-06,2023-12-07,C005,Inductor Z,3.0,926,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1404.62,Typhoon,0.89
O01138,2024-05-14,2024-05-27,C001,Semiconductor A,25.0,1769,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1270.69,NA,1.8
O01139,2023-03-27,2023-04-26,C001,Semiconductor A,25.0,3465,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1384.28,NA,1.85
O01140,2023-12-29,2024-01-17,C003,Resistor X,0.8,8265,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1152.32,NA,0.85
O01141,2023-06-21,2023-06-30,C003,Resistor X,0.8,3407,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,770.84,Typhoon,1.69
O01142,2024-03-03,2024-04-02,C002,Capacitor B,1.2,4798,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,856.53,NA,0.92
O01143,2024-01-02,2024-01-31,C003,Resistor X,0.8,4121,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,397.09,Flood,1.06
O01144,2023-03-12,2023-04-11,C002,Capacitor B,1.2,6806,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1367.48,Flood,0.91
O01145,2024-04-28,2024-05-03,C003,Resistor X,0.8,262,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1132.91,Flood,1.01
O01146,2023-06-23,2023-07-13,C001,Semiconductor A,25.0,2792,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,764.29,Typhoon,0.95
O01147,2024-04-07,2024-04-30,C002,Capacitor B,1.2,8616,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1464.46,Typhoon,0.28
O01148,2024-03-23,2024-04-11,C005,Inductor Z,3.0,5239,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1382.0,NA,2.3
O01149,2023-11-09,2023-12-18,C005,Inductor Z,3.0,6718,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,780.05,NA,1.08
O01150,2024-02-08,2024-03-08,C005,Inductor Z,3.0,5756,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1353.98,Earthquake,1.0
O01151,2024-03-27,2024-04-10,C002,Capacitor B,1.2,8905,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,634.84,Earthquake,0.08
O01152,2023-09-24,2023-10-16,C002,Capacitor B,1.2,1620,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,865.17,NA,0.68
O01153,2024-01-23,2024-02-17,C003,Resistor X,0.8,556,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1357.42,Flood,0.34
O01154,2023-05-04,2023-06-02,C003,Resistor X,0.8,7026,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1483.04,NA,1.82
O01155,2024-03-06,2024-03-27,C001,Semiconductor A,25.0,8414,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,660.82,NA,2.0
O01156,2023-08-18,2023-09-06,C001,Semiconductor A,25.0,185,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,789.09,NA,1.16
O01157,2023-10-17,2023-11-18,C005,Inductor Z,3.0,8837,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,1297.84,NA,2.63
O01158,2023-05-26,2023-06-21,C003,Resistor X,0.8,9484,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1074.16,Earthquake,1.49
O01159,2024-01-13,2024-01-30,C005,Inductor Z,3.0,8561,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,957.08,NA,1.34
O01160,2023-03-17,2023-04-18,C001,Semiconductor A,25.0,6851,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,306.53,NA,0.25
O01161,2023-09-01,2023-09-12,C002,Capacitor B,1.2,6150,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1079.87,Typhoon,2.15
O01162,2023-09-23,2023-10-27,C005,Inductor Z,3.0,4420,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,959.59,Earthquake,0.81
O01163,2023-12-19,2024-01-08,C004,Semiconductor X,22.5,6930,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1270.96,NA,0.18
O01164,2023-09-06,2023-10-03,C002,Capacitor B,1.2,8508,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1322.25,NA,1.51
O01165,2023-08-22,2023-09-11,C002,Capacitor B,1.2,2669,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1427.29,NA,2.22
O01166,2024-03-12,2024-04-04,C005,Inductor Z,3.0,6155,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,943.29,NA,2.19
O01167,2023-03-02,2023-03-18,C002,Capacitor B,1.2,6235,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,594.24,Typhoon,1.28
